,notebook_name,notebook_brand,notebook_model,product_code,price,currency,cpu_brand,cpu_gen,cpu_tech,cpu_no,cpu_speed,cpu_cores,ram_capacity,ram_type,ram_speed,monitor_size,monitor_hz,monitor_resolution,monitor_type,gpu_brand,gpu_chipset,disc_capacity,disc_type,os,weight
148,"
MacBook Air Z160M2JT16512-TQ6 M2 16Gb-512Gb Ssd-Retina-13.3inc-Gece Yarısı
",APPLE,MacBook Air M2,Z160M2JT16512-TQ6,58.899,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,16 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,Retina,APPLE,Paylaşılmıyor,512 GB,SSD,macOS Monterey,1.24 Kg.
149,"
Casper Excalibur 12.Nesil Core i5 12450H-RTX2050 4Gb-8Gb-500Gb Ssd-15.6inc-W11
",CASPER,Excalibur,G870.1245-8VG0T-B,29.999,TL,Intel,12. Nesil,Core i5,12450H,Turbo Boost 4.4 GHz,8,8 GB,DDR4,3200 MHz,15.6 inch,144 Hz,1920 x 1080,IPS,NVIDIA,RTX 2050,500 GB,NVMe SSD,Windows 11 Home 64,2.5 Kg.
150,"
MacBook Air MQKR3TU/A M2 8Gb-256Gb Ssd-Liquid Retina-15.3inc-Gümüş
",APPLE,MacBook Air,MQKR3TU/A,44.499,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,IPS,APPLE,Paylaşılmıyor,256 GB,SSD,macOS Ventura,1.51 Kg.
151,"
MacBook Pro MPHK3TU/A M2 Max 32Gb-1Tb Ssd-Liquid Retina-14inc-Gümüş
",APPLE,MacBook Pro,MPHK3TU/A,112.372,TL,Apple,None,M2 Max,Paylaşılmıyor,Paylaşılmıyor,12,32 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,1 TB,SSD,macOS Ventura,1.65 Kg.
152,"
Lenovo Legion 5 Pro 12.Nesil Core i7 12700H-RTX3060 6Gb-16Gb-1Tb Ssd-16inc-W11
",LENOVO,Legion 5 Pro,82RF00N1TX,66.999,TL,Intel,12. Nesil,Core i7,12700H,Turbo Boost 4.7 GHz,14,16 GB (2x8GB),DDR5,4800 MHz,16 inch,165 Hz,2560 x 1600,Anti-Glare,NVIDIA,RTX 3060,1 TB,NVMe SSD,Windows 11 Home 64,2.5 Kg.
153,"
MacBook Air MRYP3TU/A M3 8Gb-256Gb Ssd-Liquid Retina-15.3inc-Silver
",APPLE,Macbook Air M3,MRYP3TU/A,52.999,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,Full HD,APPLE,Paylaşılmıyor,256 GB,SSD,Mac OS,1.51 Kg.
154,"
Hp Spectre X360 14-ef2004nt Evo 13.Nesil Core i7 1355U-16Gb-1Tb Ssd-13.5inc-W11
",HP,Spectre X360,7P697EA,58.658,TL,Intel,13. Nesil,Core i7,1355U,Turbo Boost 5.0 GHz,10,16 GB,LPDDR4X,4266 MHz,13.5 inch,None,1920 x 1280,IPS,Intel,None,1 TB,NVMe SSD,Windows 11 Home 64,1.36 Kg.
155,"
MacBook Pro MRW23TU/A M3 Pro 36Gb-512Gb Ssd-Liquid Retina-16inc-Uzay Siyahı
",APPLE,MacBook Pro M3 Pro,MRW23TU/A,107.999,TL,Apple,None,M3 Pro,Paylaşılmıyor,Paylaşılmıyor,12,36 GB,Birleşik Bellek,None,16.2 inch,60 Hz,3456 x 2234,Retina,APPLE,None,512 GB,SSD,Mac OS,2.14 Kg.
156,"
MacBook Pro MRX63TU/A M3 Pro 18Gb-512Gb Ssd-Liquid Retina-14inc-Gümüş
",APPLE,MacBook Pro M3 Pro,MRX63TU/A,84.999,TL,Apple,None,M3 Pro,Paylaşılmıyor,Paylaşılmıyor,11,18 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,512 GB,SSD,Mac OS,1.61 Kg.
157,"
Acer Swift 14 Evo 13.Nesil Core i7 13700H-16Gb-512Gb Ssd-14inc-W11
",ACER,Acer Swift 14 13.Nesil Core i7 Notebook,SF14-71T-76SL,47.058,TL,Intel,13. Nesil,Core i7,13700H,Turbo Boost 5.0 GHz,14,16 GB,DDR5,None,14 inch,60 Hz,1920 x 1080,LCD,Intel,None,512 GB,NVMe SSD,Windows 11 Home 64,1.2 Kg.
158,"
Lenovo Legion Pro 5 13.Nesil Core i7 13700H-RTX4070 8Gb-32Gb-1Tb Ssd-16inc-W11
",LENOVO,Legion Pro 5,82WK0023TX,89.999,TL,Intel,13. Nesil,Core i7,13700HX,Turbo Boost 5.0 GHz,16,32 GB (2x16GB),DDR5,4800 MHz,16 inch,240 Hz,2560 x 1600,Anti-Glare,NVIDIA,RTX 4070,1 TB,NVMe SSD,Windows 11 Home 64,2.55 Kg.
159,"
Acer Swift Edge 16 7. Nesil Ryzen 7 7840U-32Gb-1Tb Ssd-16inc-W11
",ACER,Swift Edge 16,SFE16-43-R4FA,46.999,TL,AMD,None,Ryzen™ 7,7840U,"3,3 GHz",8,32 GB,LPDDR5,None,16 inch,120 Hz,3200 x 2000,OLED,AMD,Radeon,1 TB,NVMe SSD,Windows 11 Home 64,1.24 Kg.
160,"
Lenovo Yoga Book 9 13.Nesil Core i7 1355U-16Gb-1Tb Ssd-13.3inc-W11
",LENOVO,Yoga Book 9,82YQ004STR,104.999,TL,Intel,13. Nesil,Core i7,1335U,Turbo Boost 3.7 GHz,10,16 GB,Birleşik Bellek,6400 MHz,13.3 inch,60 Hz,2880 x 1800,OLED,Intel,Intel® Iris Xe Graphics,1 TB,NVMe SSD,Windows 11 Home 64,1.35 Kg.
161,"
MacBook Air MRYV3TU/A M3 8Gb-512Gb Ssd-Liquid Retina-15.3inc-Midnight
",APPLE,Macbook Air M3,MRYV3TU/A,62.499,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,Full HD,APPLE,Paylaşılmıyor,512 GB,SSD,Mac OS,1.51 Kg.
162,"
MacBook Air MRXQ3TU/A M3 8Gb-256Gb Ssd-Liquid Retina-13.6inc-Silver
",APPLE,Macbook Air M3,MRXQ3TU/A,45.499,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,IPS,APPLE,Paylaşılmıyor,256 GB,SSD,Mac OS,1.24 Kg.
163,"
Hp Victus 16-r1046nt 14.Nesil Core i5 14500HX-RTX4060 8Gb-16Gb-512Gb-16.1inc-W11
",HP,Victus,9J248EA,49.999,TL,Intel,14. Nesil,Core i5,14500HX,Turbo Boost 4.9 GHz,14,16 GB (2x8GB),DDR5,5600 MHz,16.1 inch,144 Hz,1920 x 1080,IPS,NVIDIA,RTX 4060,512 GB,NVMe SSD,Windows 11 Home 64,2.34 Kg.
164,"
Msi Prestige 16 Evo Core Ultra 7 155H-16Gb-1Tb Ssd-16inc-W11
",MSI,Prestige 16,PRESTIGE 16 AI EVO B1MG-015TR,61.999,TL,Intel,None,Core Ultra 7,155H,Turbo Boost 4.8 GHz,16,16 GB,LPDDR5,None,16 inch,None,2560 x 1600,QHD,Intel,Arc™ Graphics,1 TB,NVMe SSD,Windows 11 Home 64,1.5 Kg.
165,"
MacBook Pro MRW73TU/A M3 Max 36Gb-1Tb Ssd-Liquid Retina-16inc-Gümüş
",APPLE,Macbook Pro M3 Max,MRW73TU/A,142.499,TL,Apple,None,M3 Max,Paylaşılmıyor,Paylaşılmıyor,14,36 GB,Birleşik Bellek,None,16 inch,60 Hz,3456 x 2234,Retina,APPLE,None,1 TB,SSD,Mac OS,2.15 Kg.
166,"
Asus Rog Strix G17 7.Nesil Ryzen 9 7945HX-RTX4080 12Gb-32Gb-1Tb Ssd-17.3inc-W11
",ASUS,Rog Strix G17,G733PZ-LL023W-Gaming,119.571,TL,AMD,7. Nesil,Ryzen™ 9,7945HX,Turbo Boost 5.4 GHz,16,32 GB (2x16GB),DDR5,4800 MHz,17.3 inch,240 Hz,2560 x 1440,WQHD,NVIDIA,RTX 4080,1 TB,NVMe SSD,Windows 11 Home 64,3 Kg.
167,"
Asus Rog Strix G17 7.Nesil Ryzen 9 7845HX-RTX4070 8Gb-16Gb-1Tb Ssd-17.3inc-W11
",ASUS,Rog Strix G17,G713PI-LL047W-Gaming,87.831,TL,AMD,7. Nesil,Ryzen™ 9,7845HX,Turbo Boost 5.2 GHz,12,16 GB,DDR5,4800 MHz,17.3 inch,240 Hz,2560 x 1440,WQHD,NVIDIA,RTX 4070,1 TB,NVMe SSD,Windows 11 Home 64,2.8 Kg.
168,"
Lenovo Legion 7 Pro 13.Nesil Core i9 13900HX-RTX4080 12Gb-32Gb-1Tb Ssd-16inc-W11
",LENOVO,82WQ0017TX,82WQ0017TX,128.999,TL,Intel,13. Nesil,Core i9,13900HX,Turbo Boost 5.4 GHz,24,32 GB (2x16GB),DDR5,5600 MHz,16 inch,240 Hz,2560 x 1600,Anti-Glare,NVIDIA,RTX 4080,1 TB,NVMe SSD,Windows 11 Home 64,2.8 Kg.
169,"
MacBook Pro MPHF3TU/A M2 Pro 16Gb-1Tb Ssd-Liquid Retina-14inc-Uzay Grisi
",APPLE,MacBook Pro,MPHF3TU/A,77.799,TL,Apple,None,M2 Pro,Paylaşılmıyor,Paylaşılmıyor,12,16 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,1 TB,SSD,macOS Ventura,1.6 Kg.
170,"
Asus Rog Strix G16 14.Nesil Core i9 14900HX-RTX4060 8Gb-16Gb-512Gb-16inc-W11
",ASUS,Rog Strix G16,G614JVR-N3028W-Gaming,76.999,TL,Intel,14. Nesil,Core i9,14900HX,Turbo Boost 5.8 GHz,24,16 GB,DDR5,5600 MHz,16 inch,165 Hz,1920 x 1200,Full HD,NVIDIA,RTX 4060,512 GB,NVMe SSD,Windows 11 Home 64,2.5 Kg.
171,"
Msi Cyborg 15 13.Nesil Core i7 13620H-RTX4060 8GB-16GB-512Gb Ssd-15.6inc-W11
",MSI,Cyborg 15,CYBORG 15 A13VF-898TR,48.999,TL,Intel,13. Nesil,Core i7,13620H,Turbo Boost 4.9 GHz,10,16 GB (2x8GB),DDR5,5200 MHz,15.6 inch,144 Hz,1920 x 1080,Full HD,NVIDIA,RTX 4060,512 GB,NVMe SSD,Windows 11 Home 64,1.98 Kg.
172,"
MacBook Air MRYQ3TU/A M3 8Gb-512Gb Ssd-Liquid Retina-15.3inc-Silver
",APPLE,Macbook Air M3,MRYQ3TU/A,62.999,TL,Apple,None,M3,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,Full HD,APPLE,Paylaşılmıyor,512 GB,SSD,Mac OS,1.51 Kg.
173,"
Msi Creator Z17 14.Nesil Core i9 14900HX-RTX4070 8Gb-32Gb-2Tb Ssd-17inc-W11 Pro
",MSI,Creator Z17,CREATOR Z17 HX STUDIO A14VGT-254TR,135.799,TL,Intel,14. Nesil,Core i9,14900HX,Turbo Boost 5.8 GHz,24,32 GB (2x16GB),DDR5,5600 MHz,17 inch,165 Hz,2560 x 1600,QHD,NVIDIA,RTX 4070,2 TB,NVMe SSD,Windows 11 Pro,2.5 Kg.
174,"
MacBook Pro MRW33TU/A M3 Max 36Gb-1Tb Ssd-Liquid Retina-16inc-Uzay Siyahı
",APPLE,MacBook Pro,MRW33TU/A,142.499,TL,Apple,None,M3 Max,Paylaşılmıyor,Paylaşılmıyor,14,36 GB,Birleşik Bellek,None,16 inch,60 Hz,3456 x 2234,Retina,APPLE,None,1 TB,SSD,Mac OS,2.15 Kg.
175,"
Casper Excalibur 12.Nesil Core i5 12450H-RTX2050 4Gb-8Gb-500Gb Ssd-15.6inc-W11
",CASPER,Excalibur,G870.1245-8EG0T-B,28.999,TL,Intel,12. Nesil,Core i5,12450H,Turbo Boost 4.4 GHz,8,8 GB,DDR4,3200 MHz,15.6 inch,144 Hz,1920 x 1080,IPS,NVIDIA,RTX 2050,500 GB,NVMe SSD,Windows 11 Home 64,2.5 Kg.
176,"
Lenovo Ip Gaming 3 12.Nesil Core i5 12450H-RTX3050ti 4Gb-16Gb-512 Ssd-15.6-W11
",LENOVO,Ip Gaming 3,82S9015TTX,39.999,TL,Intel,12. Nesil,Core i5,12450H,Turbo Boost 4.4 GHz,8,16 GB,DDR4,3200 MHz,15.6 inch,120 Hz,1920 x 1080,IPS,NVIDIA,RTX 3050Ti,512 GB,NVMe SSD,Windows 11 Home 64,2.31 Kg.
177,"
Asus Rog Strix Scar 18 13.Nesil Core i9 13980HX-RTX4090 16Gb-32Gb-2Tb-18inc-W11
",ASUS,Rog Strix Scar 18 Notebook,G834JY-N6040W-Gaming,158.399,TL,Intel,13. Nesil,Core i9,13980HX,Turbo Boost 5.6 GHz,24,32 GB (2x16GB),DDR5,4800 MHz,18 inch,240 Hz,2560 x 1600,QHD,NVIDIA,RTX 4090,2 TB,NVMe SSD,Windows 11 Home 64,3.1 Kg.
178,"
Dell Inspiron 14 5430 13.Nesil Core i7 1355U-16Gb-512Gb Ssd-14inc-W11
",DELL,Inspiron 14,5430-SI713W165N,20.999,TL,Intel,13. Nesil,Core i7,1355U,Turbo Boost 5.0 GHz,None,16 GB,DDR4,4800 MHz,14 inch,None,1920 x 1200,HD,Intel,Intel® Iris Xe Graphics,512 GB,NVMe SSD,Windows 11 Home 64,1.6 Kg.
179,"
Dell Xps 15 9530 13.Nesil Core i7 13700H-RTX4050 6Gb-16Gb-1Tb-15.6inc-W11Pro
",DELL,Xps 15,XPS15-9530-SI7W161N,64.999,TL,Intel,13. Nesil,Core i7,13700H,Turbo Boost 5.0 GHz,14,16 GB,DDR5,None,15.6 inch,60 Hz,1920 x 1200,Full HD,NVIDIA,Rtx 4050,1 TB,SSD,Windows 11 Pro,1.84 Kg.
180,"
MacBook Air MQKX3TU/A M2 8Gb-512Gb Ssd-Liquid Retina-15.3inc-Gece Yarısı
",APPLE,MQKX3TU/A,MQKX3TU/A,53.499,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,15.3 inch,None,2880 x 1864,Full HD,APPLE,Paylaşılmıyor,512 GB,SSD,macOS Ventura,1.51 Kg.
181,"
MacBook Pro MPHG3TU/A M2 Max 32Gb-1Tb Ssd-Liquid Retina-14inc-Uzay Grisi
",APPLE,MacBook Pro,MPHG3TU/A,112.372,TL,Apple,None,M2 Max,Paylaşılmıyor,Paylaşılmıyor,12,32 GB,Birleşik Bellek,None,14.2 inch,60 Hz,3024 x 1964,Retina,APPLE,None,1 TB,SSD,macOS Ventura,1.65 Kg.
182,"
Acer Predator 12.Nesil Core i7 12700H-RTX3070 8Gb-16Gb-1Tb Ssd-15.6inc-Freedos
",ACER,PH315-55-76PF,PH315-55-76PF,58.999,TL,Intel,12. Nesil,Core i7,12700H,Turbo Boost 4.7 GHz,14,16 GB,DDR5,None,15.6 inch,165 Hz,1920 x 1080,LED,NVIDIA,RTX 3070,1 TB,SSD,FreeDOS,2.6 Kg.
183,"
Hp Victus 16-d1034nt 12.Nesil Core i7 12700H-RTX3060 6Gb-16Gb-512Ssd-16.1inc-W11
",HP,68P19EA,68P19EA,48.672,TL,Intel,12. Nesil,Core i7,12700H,Turbo Boost 4.7 GHz,14,16 GB (2x8GB),DDR5,4800 MHz,16.1 inch,None,1920 x 1080,IPS,NVIDIA,RTX 3060,512 GB,NVMe SSD,Windows 11 Home 64,2.46 Kg.'dan başlayan ağırlık
184,"
MacBook Air MLY03TU/A M2 8Gb-512Gb Ssd-Liquid Retina-13.6inc-Gümüş
",APPLE,MLY03TU/A,MLY03TU/A,46.999,TL,Apple,None,M2,Paylaşılmıyor,Paylaşılmıyor,8,8 GB,Birleşik Bellek,None,13.6 inch,None,2560 x 1664,IPS,APPLE,Paylaşılmıyor,512 GB,SSD,macOS Monterey,1.24 Kg.
185,"
Acer Swift Go Oled Evo Core Ultra 7 155U-16Gb-512Gb Ssd-14inc-W11
",ACER,Swift Go,SFG14-72-77SK,39.999,TL,Intel,1. Nesil,Core Ultra 7,155U,Turbo Boost 4.8 GHz,12,16 GB,Birleşik Bellek,None,14 inch,90 Hz,2880 x 1800,OLED,Intel,Arc™ Graphics,512 GB,NVMe SSD,Windows 11 Home 64,1.32 Kg.
186,"
Asus Rog Zephyrus G14 8.Nesil Ryzen 9 8945HS-RTX4060 8GB-16Gb-1Tb Ssd-14inc-W11
",ASUS,GA403UV-QS026W,GA403UV-QS026W-Gaming,83.999,TL,AMD,8. Nesil,Ryzen™ 9,8945HS,Turbo Boost 5.2 GHz,8,16 GB (2x8GB),LPDDR5X,None,14 inch,120 Hz,2880 x 1800,3K,NVIDIA,RTX 4060,1 TB,NVMe SSD,Windows 10 Home 64,1.5 Kg.
187,"
Msi Summit E16 Evo Core Ultra 7 155H-RTX4060 8GB-32Gb-1Tb Ssd-16inc-W11P
",MSI,Summit E16 Evo,SUMMIT E16 AI STUDIO A1VFTG-030TR,93.199,TL,Intel,None,Core i7,155H,Turbo Boost 4.8 GHz,16,32 GB,LPDDR5,None,16 inch,165 Hz,2560 x 1600,QHD,NVIDIA,RTX 4060,1 TB,NVMe SSD,Windows 11 Pro,2.1 Kg.
188,"
MacBook Pro MUW73TU/A M3 Max 48Gb-1Tb Ssd-Liquid Retina-16inc-Gümüş
",APPLE,Macbook Pro M3 Max,MUW73TU/A,162.299,TL,Apple,None,M3 Max,Paylaşılmıyor,Paylaşılmıyor,14,48 GB,Birleşik Bellek,None,16.2 inch,60 Hz,3456 x 2234,Retina,APPLE,None,1 TB,SSD,Mac OS,2.15 Kg.
189,"
Acer Aspire 3 12.Nesil Core i5 1235U-8Gb-512Gb Ssd-15.6inc-Mx550 2Gb-Freedos
",ACER,Aspire 3,A315-59G-58K7,22.760,TL,Intel,12. Nesil,Core i5,1235U,Turbo Boost 4.4 GHz,10,8 GB,DDR4,None,15.6 inch,60 Hz,1920 x 1080,LCD,NVIDIA,MX550,512 GB,NVMe SSD,FreeDOS,1.79 Kg.
